date,break a fever
2020-01-05,34.53666479505896
2020-01-12,30.401540065773645
2020-01-19,28.791289002967837
2020-01-26,30.079489853212483
2020-02-02,35.2967032967033
2020-02-09,36.26285393438678
2020-02-16,32.72030159621401
2020-02-23,28.01836849282105
2020-03-01,27.760728322772117
2020-03-08,24.346996069623806
2020-03-15,27.438678110210958
2020-03-22,28.276008662869977
2020-03-29,30.208309938236948
2020-04-05,22.350284751744606
2020-04-12,17.390711478302723
2020-04-19,11.78703777973851
2020-04-26,12.817598459934228
2020-05-03,7.471564931418945
2020-05-10,10.756477099542792
2020-05-17,9.725916419347076
2020-05-24,9.790326461859308
2020-05-31,9.597096334322613
2020-06-07,8.180075399053502
2020-06-14,9.017405951712522
2020-06-21,10.241196759444936
2020-06-28,14.234619395203339
2020-07-05,15.11245299017979
2020-07-12,13.871145996860283
2020-07-19,13.637362637362639
2020-07-26,14.923171114599686
2020-08-02,12.35155416012559
2020-08-09,8.182417582417584
2020-08-16,12.156734693877553
2020-08-23,9.740973312401886
2020-08-30,10.559215070643644
2020-09-06,6.312150706436421
2020-09-13,10.481287284144429
2020-09-20,8.260345368916798
2020-09-27,10.091648351648354
2020-10-04,9.156514913657771
2020-10-11,10.676106750392465
2020-10-18,10.987817896389327
2020-10-25,11.377456828885402
2020-11-01,16.208979591836737
2020-11-08,11.455384615384617
2020-11-15,13.481507064364209
2020-11-22,18.468885400313972
2020-11-29,17.61167974882261
2020-12-06,16.0141601255887
2020-12-13,17.416860282574568
2020-12-20,16.520690737833597
2020-12-27,19.832621664050237
2021-01-03,18.642556322733316
2021-01-10,18.344063016629388
2021-01-17,14.32124217964926
2021-01-24,17.499270640863564
2021-01-31,13.637362637362639
2021-02-07,13.677590845732439
2021-02-14,11.78686505235178
2021-02-21,13.878731887581447
2021-02-28,8.367467340918669
2021-03-07,9.69499821712211
2021-03-14,8.488151966028072
2021-03-21,9.61454180038251
2021-03-28,16.131511556290317
2021-04-04,14.64306784660767
2021-04-11,18.90725793380661
2021-04-18,15.568316639113101
2021-04-25,19.912963143051638
2021-05-02,16.775162890207138
2021-05-09,15.367175597264094
2021-05-16,17.45904243249376
2021-05-23,15.407403805633896
2021-05-30,14.039644721060652
2021-06-06,15.648773055852702
2021-06-13,16.17173976466012
2021-06-20,13.556906220623036
2021-06-27,16.21196797302992
2021-07-04,14.516029693020844
2021-07-11,17.571428571428573
2021-07-18,16.714285714285715
2021-07-25,21.428571428571427
2021-08-01,25.428571428571434
2021-08-08,26.571428571428573
2021-08-15,34.28571428571429
2021-08-22,32.857142857142854
2021-08-29,29.428571428571427
2021-09-05,27.428571428571427
2021-09-12,31.428571428571427
2021-09-19,25.142857142857142
2021-09-26,25.285714285714285
2021-10-03,20.857142857142858
2021-10-10,18.285714285714285
2021-10-17,18.285714285714285
2021-10-24,23.0
2021-10-31,18.714285714285715
2021-11-07,24.0
2021-11-14,26.85714285714286
2021-11-21,26.142857142857146
2021-11-28,28.428571428571427
2021-12-05,30.71428571428572
2021-12-12,32.0
2021-12-19,40.714285714285715
2021-12-26,62.714285714285715
2022-01-02,85.06138211252672
2022-01-09,67.60102980184118
2022-01-16,55.736359265191496
2022-01-23,40.974501737034345
2022-01-30,25.24691521170803
2022-02-06,19.31457994338319
2022-02-13,15.451663954706552
2022-02-20,19.45254122869307
2022-02-27,16.14147038125595
2022-03-06,16.279431666565834
2022-03-13,18.07292837559427
2022-03-20,22.21176693489067
2022-03-27,17.65904451966463
2022-04-03,19.86642508462271
2022-04-10,21.659921793651147
2022-04-17,21.10807665241163
2022-04-24,24.419147499848748
2022-05-01,21.10807665241163
2022-05-08,24.28118621453887
2022-05-15,27.316334491356226
2022-05-22,28.144102203215507
2022-05-29,28.00614091790563
2022-06-05,27.868179632595748
2022-06-12,23.591379787989467
2022-06-19,23.86730235860923
2022-06-26,29.937598912243946
2022-07-03,28.282063488525385
2022-07-10,29.790563509454067
2022-07-17,28.980548187444736
2022-07-24,31.050587343690797
2022-07-31,26.190495411634846
2022-08-07,18.81035581110544
2022-08-14,24.840469874952635
2022-08-21,21.690410289360816
2022-08-28,23.58044604071591
2022-09-04,24.75046817250715
2022-09-11,20.880394967351492
2022-09-18,22.14041880158822
2022-09-25,20.70039156246053
2022-10-02,20.070379645342168
2022-10-09,19.710372835560243
2022-10-16,23.400442635824948
2022-10-23,23.940452850497827
2022-10-30,31.77060096325464
2022-11-06,37.5307099197654
2022-11-13,36.090682680637705
2022-11-20,42.120796744484906
2022-11-27,54.45102997951574
2022-12-04,45.00085122274028
2022-12-11,45.90086824719509
2022-12-18,41.760789934702984
2022-12-25,47.430897188768256
2023-01-01,38.52072864666569
2023-01-08,23.97091607949835
2023-01-15,16.726498291624345
2023-01-22,16.979291716686678
2023-01-29,17.274217379259397
2023-02-05,18.20112660448795
2023-02-12,20.05494505494506
2023-02-19,20.139209529965836
2023-02-26,19.380829254778835
2023-03-05,16.263043679010067
2023-03-12,17.737671991873675
2023-03-19,18.790977929633392
2023-03-26,18.074729891956785
2023-04-02,20.434135192538555
2023-04-09,16.768630529134732
2023-04-16,16.052382491458122
2023-04-23,16.17877920398929
2023-04-30,16.726498291624345
2023-05-07,13.145258103241298
2023-05-14,15.209737741250349
2023-05-21,12.3868778280543
2023-05-28,16.810762766645123
2023-06-04,15.883853541416569
2023-06-11,14.704150891125684
2023-06-18,15.378266691291902
2023-06-25,15.84172130390618
2023-07-02,12.429010065564688
2023-07-09,15.069534023913024
2023-07-16,12.629095674967235
2023-07-23,12.275834257485636
2023-07-30,13.86551063615284
2023-08-06,14.04214134489364
2023-08-13,16.95654803911685
2023-08-20,13.77719528178244
2023-08-27,15.808448432301645
2023-09-03,15.278556306079244
2023-09-10,19.341062607117657
2023-09-17,19.076116544006457
2023-09-24,18.634539772154454
2023-10-01,18.192963000302452
2023-10-08,18.10464764593205
2023-10-15,17.928016937191252
2023-10-22,21.107369694525662
2023-10-29,18.192963000302452
2023-11-05,20.047585442080855
2023-11-12,24.46335316060087
2023-11-19,24.816614578082472
2023-11-26,24.72829922371207
2023-12-03,22.697046073192865
2023-12-10,29.673959068454486
2023-12-17,38.858755922976115
2023-12-24,48.13186813186814
2023-12-31,47.425345296904936
